text,rt,key_press,block_duration,timing_post_trial,trial_id,trial_type,trial_index,time_elapsed,subject,internal_node_id,exp_id,trigger_times,responses,stimulus,possible_responses,stim_duration,condition,exp_stage,trial_num,correct_response,correct
,-1,-1,2000,0,fixation,poldrack-single-stim,234,392940,s638,0.0-195.0,dot_pattern_expectancy,"391398,392076,392757",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,1246,89,2316,0,probe,poldrack-single-stim,235,395259,s638,0.0-196.0,dot_pattern_expectancy,"393437,394117,394796",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,16,71,false
,-1,-1,500,0,cue,poldrack-single-stim,236,395766,s638,0.0-197.0,dot_pattern_expectancy,395477,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AY,test,17,,
,-1,-1,2000,0,fixation,poldrack-single-stim,237,397771,s638,0.0-198.0,dot_pattern_expectancy,"396157,396837,397517",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,704,71,2316,0,probe,poldrack-single-stim,238,400091,s638,0.0-199.0,dot_pattern_expectancy,"398197,398877,399557",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71",500,AY,test,17,71,true
,-1,-1,500,0,cue,poldrack-single-stim,239,400598,s638,0.0-200.0,dot_pattern_expectancy,400238,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>",none,500,BX,test,18,,
,-1,-1,2000,0,fixation,poldrack-single-stim,240,402604,s638,0.0-201.0,dot_pattern_expectancy,"400918,401597,402278",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,528,89,1636,0,probe,poldrack-single-stim,241,404245,s638,0.0-202.0,dot_pattern_expectancy,"402957,403637",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,18,71,false
,-1,-1,500,0,cue,poldrack-single-stim,242,404751,s638,0.0-203.0,dot_pattern_expectancy,404317,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AY,test,19,,
,-1,-1,2000,0,fixation,poldrack-single-stim,243,406757,s638,0.0-204.0,dot_pattern_expectancy,"404998,405678,406358",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,591,71,1500,0,probe,poldrack-single-stim,244,408261,s638,0.0-205.0,dot_pattern_expectancy,"407038,407718",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71",500,AY,test,19,71,true
,-1,-1,500,0,cue,poldrack-single-stim,245,408765,s638,0.0-206.0,dot_pattern_expectancy,408398,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>",none,500,BY,test,20,,
,-1,-1,2000,0,fixation,poldrack-single-stim,246,410770,s638,0.0-207.0,dot_pattern_expectancy,"409078,409757,410439",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,636,71,1908,0,probe,poldrack-single-stim,247,412684,s638,0.0-208.0,dot_pattern_expectancy,"411118,411798,412478",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71",500,BY,test,20,71,true
,-1,-1,500,0,cue,poldrack-single-stim,248,413186,s638,0.0-209.0,dot_pattern_expectancy,413158,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,21,,
,-1,-1,2000,0,fixation,poldrack-single-stim,249,415190,s638,0.0-210.0,dot_pattern_expectancy,"413837,414518",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,641,89,1500,0,probe,poldrack-single-stim,250,416694,s638,0.0-211.0,dot_pattern_expectancy,"415197,415878,416558",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,21,89,true
,-1,-1,500,0,cue,poldrack-single-stim,251,417200,s638,0.0-212.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AY,test,22,,
,-1,-1,2000,0,fixation,poldrack-single-stim,252,419206,s638,0.0-213.0,dot_pattern_expectancy,"417238,417917,418597",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,606,71,2316,0,probe,poldrack-single-stim,253,421526,s638,0.0-214.0,dot_pattern_expectancy,"419277,419957,420638,421317",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71",500,AY,test,22,71,true
,-1,-1,500,0,cue,poldrack-single-stim,254,422030,s638,0.0-215.0,dot_pattern_expectancy,421997,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,23,,
,-1,-1,2000,0,fixation,poldrack-single-stim,255,424033,s638,0.0-216.0,dot_pattern_expectancy,"422678,423357",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,784,89,1500,0,probe,poldrack-single-stim,256,425536,s638,0.0-217.0,dot_pattern_expectancy,"424037,424717,425397",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,23,89,true
,-1,-1,500,0,cue,poldrack-single-stim,257,426042,s638,0.0-218.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AY,test,24,,
,-1,-1,2000,0,fixation,poldrack-single-stim,258,428048,s638,0.0-219.0,dot_pattern_expectancy,"426077,426757,427437",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,729,71,2724,0,probe,poldrack-single-stim,259,430778,s638,0.0-220.0,dot_pattern_expectancy,"428118,428798,429478,430157",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71",500,AY,test,24,71,true
,-1,-1,500,0,cue,poldrack-single-stim,260,431283,s638,0.0-221.0,dot_pattern_expectancy,430838,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,25,,
,-1,-1,2000,0,fixation,poldrack-single-stim,261,433286,s638,0.0-222.0,dot_pattern_expectancy,"431518,432198,432878",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,712,89,1500,0,probe,poldrack-single-stim,262,434789,s638,0.0-223.0,dot_pattern_expectancy,"433558,434238",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,25,89,true
,-1,-1,500,0,cue,poldrack-single-stim,263,435296,s638,0.0-224.0,dot_pattern_expectancy,434918,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,26,,
,-1,-1,2000,0,fixation,poldrack-single-stim,264,437302,s638,0.0-225.0,dot_pattern_expectancy,"435598,436278,436958",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,1003,89,1636,0,probe,poldrack-single-stim,265,438943,s638,0.0-226.0,dot_pattern_expectancy,"437638,438318",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,26,89,true
,-1,-1,500,0,cue,poldrack-single-stim,266,439450,s638,0.0-227.0,dot_pattern_expectancy,438998,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,27,,
,-1,-1,2000,0,fixation,poldrack-single-stim,267,441455,s638,0.0-228.0,dot_pattern_expectancy,"439678,440358,441040",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,678,89,1636,0,probe,poldrack-single-stim,268,443093,s638,0.0-229.0,dot_pattern_expectancy,"441718,442398,443078",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,27,89,true
,-1,-1,500,0,cue,poldrack-single-stim,269,443600,s638,0.0-230.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,28,,
,-1,-1,2000,0,fixation,poldrack-single-stim,270,445605,s638,0.0-231.0,dot_pattern_expectancy,"443757,444438,445117",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,733,89,1772,0,probe,poldrack-single-stim,271,447381,s638,0.0-232.0,dot_pattern_expectancy,"445798,446477,447157",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,28,89,true
,-1,-1,500,0,cue,poldrack-single-stim,272,447887,s638,0.0-233.0,dot_pattern_expectancy,447838,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>",none,500,BY,test,29,,
,-1,-1,2000,0,fixation,poldrack-single-stim,273,449891,s638,0.0-234.0,dot_pattern_expectancy,"448518,449198,449878",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,584,71,1772,0,probe,poldrack-single-stim,274,451669,s638,0.0-235.0,dot_pattern_expectancy,"450557,451239",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71",500,BY,test,29,71,true
,-1,-1,500,0,cue,poldrack-single-stim,275,452175,s638,0.0-236.0,dot_pattern_expectancy,451918,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,30,,
,-1,-1,2000,0,fixation,poldrack-single-stim,276,454181,s638,0.0-237.0,dot_pattern_expectancy,"452598,453278,453958",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,641,89,1500,0,probe,poldrack-single-stim,277,455685,s638,0.0-238.0,dot_pattern_expectancy,"454638,455318",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,30,89,true
,-1,-1,500,0,cue,poldrack-single-stim,278,456191,s638,0.0-239.0,dot_pattern_expectancy,455998,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>",none,500,BY,test,31,,
,-1,-1,2000,0,fixation,poldrack-single-stim,279,458197,s638,0.0-240.0,dot_pattern_expectancy,"456678,457358,458038",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,612,71,2452,0,probe,poldrack-single-stim,280,460656,s638,0.0-241.0,dot_pattern_expectancy,"458718,459398,460078",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71",500,BY,test,31,71,true
,-1,-1,500,0,cue,poldrack-single-stim,281,461163,s638,0.0-242.0,dot_pattern_expectancy,460757,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,32,,
,-1,-1,2000,0,fixation,poldrack-single-stim,282,463168,s638,0.0-243.0,dot_pattern_expectancy,"461440,462118,462798",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,846,89,1636,0,probe,poldrack-single-stim,283,464810,s638,0.0-244.0,dot_pattern_expectancy,"463478,464158",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,32,89,true
,-1,-1,500,0,cue,poldrack-single-stim,284,465317,s638,0.0-245.0,dot_pattern_expectancy,464838,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,33,,
,-1,-1,2000,0,fixation,poldrack-single-stim,285,467322,s638,0.0-246.0,dot_pattern_expectancy,"465519,466199,466879",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,575,89,1636,0,probe,poldrack-single-stim,286,468964,s638,0.0-247.0,dot_pattern_expectancy,"467560,468239,468919",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,33,89,true
,-1,-1,500,0,cue,poldrack-single-stim,287,469468,s638,0.0-248.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>",none,500,BX,test,34,,
,-1,-1,2000,0,fixation,poldrack-single-stim,288,471472,s638,0.0-249.0,dot_pattern_expectancy,"469599,470279,470959",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,747,89,1500,0,probe,poldrack-single-stim,289,472977,s638,0.0-250.0,dot_pattern_expectancy,"471639,472318",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,34,71,false
,-1,-1,500,0,cue,poldrack-single-stim,290,473482,s638,0.0-251.0,dot_pattern_expectancy,472998,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>",none,500,BX,test,35,,
,-1,-1,2000,0,fixation,poldrack-single-stim,291,475487,s638,0.0-252.0,dot_pattern_expectancy,"473678,474358,475038",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,710,89,1500,0,probe,poldrack-single-stim,292,476991,s638,0.0-253.0,dot_pattern_expectancy,"475718,476398",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,35,71,false
,-1,-1,500,0,cue,poldrack-single-stim,293,477498,s638,0.0-254.0,dot_pattern_expectancy,477078,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,36,,
,-1,-1,2000,0,fixation,poldrack-single-stim,294,479503,s638,0.0-255.0,dot_pattern_expectancy,"477757,478438,479118",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,471,89,2316,0,probe,poldrack-single-stim,295,481823,s638,0.0-256.0,dot_pattern_expectancy,"479798,480478,481158",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,36,89,true
,-1,-1,500,0,cue,poldrack-single-stim,296,482329,s638,0.0-257.0,dot_pattern_expectancy,481838,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AY,test,37,,
,-1,-1,2000,0,fixation,poldrack-single-stim,297,484335,s638,0.0-258.0,dot_pattern_expectancy,"482518,483198,483878",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,975,71,2044,0,probe,poldrack-single-stim,298,486383,s638,0.0-259.0,dot_pattern_expectancy,"484559,485239,485918",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71",500,AY,test,37,71,true
,-1,-1,500,0,cue,poldrack-single-stim,299,486889,s638,0.0-260.0,dot_pattern_expectancy,486599,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,38,,
,-1,-1,2000,0,fixation,poldrack-single-stim,300,488896,s638,0.0-261.0,dot_pattern_expectancy,"487279,487959,488639",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,548,89,3948,0,probe,poldrack-single-stim,301,492847,s638,0.0-262.0,dot_pattern_expectancy,"489318,489999,490678,491359,492040,492719",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,38,89,true
,-1,-1,500,0,cue,poldrack-single-stim,302,493354,s638,0.0-263.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,39,,
,-1,-1,2000,0,fixation,poldrack-single-stim,303,495360,s638,0.0-264.0,dot_pattern_expectancy,"493399,494079,494758",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,755,89,1636,0,probe,poldrack-single-stim,304,497002,s638,0.0-265.0,dot_pattern_expectancy,"495439,496118,496799",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,39,89,true
,-1,-1,7500,1000,rest_block,poldrack-single-stim,305,504506,s638,0.0-266.0,dot_pattern_expectancy,"497479,498158,498839,499518,500198,500878,501558,502239,502918,503598,504278",,<div class = centerbox><div class = center-text>Take a break!<br>Next run will start in a moment</div></div>,none,7500,,,,,
,-1,-1,1500,500,test_start_block,poldrack-single-stim,306,507012,s638,0.0-267.0,dot_pattern_expectancy,"504958,505638,506317,506998",,<div class = centerbox><div class = center-text>Get ready!</p></div>,none,1500,,,,,
,-1,-1,500,0,cue,poldrack-single-stim,307,508020,s638,0.0-268.0,dot_pattern_expectancy,507678,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AY,test,0,,
,-1,-1,2000,0,fixation,poldrack-single-stim,308,510026,s638,0.0-269.0,dot_pattern_expectancy,"508358,509039,509718",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,594,71,1636,0,probe,poldrack-single-stim,309,511668,s638,0.0-270.0,dot_pattern_expectancy,"510399,511078",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71",500,AY,test,0,71,true
,-1,-1,500,0,cue,poldrack-single-stim,310,512174,s638,0.0-271.0,dot_pattern_expectancy,511758,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,1,,
,-1,-1,2000,0,fixation,poldrack-single-stim,311,514181,s638,0.0-272.0,dot_pattern_expectancy,"512440,513119,513799",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,505,89,1636,0,probe,poldrack-single-stim,312,515823,s638,0.0-273.0,dot_pattern_expectancy,"514479,515159",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,1,89,true
,-1,-1,500,0,cue,poldrack-single-stim,313,516329,s638,0.0-274.0,dot_pattern_expectancy,515839,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,2,,
,-1,-1,2000,0,fixation,poldrack-single-stim,314,518334,s638,0.0-275.0,dot_pattern_expectancy,"516519,517199,517879",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,580,89,1500,0,probe,poldrack-single-stim,315,519839,s638,0.0-276.0,dot_pattern_expectancy,"518559,519239",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,2,89,true
,-1,-1,500,0,cue,poldrack-single-stim,316,520345,s638,0.0-277.0,dot_pattern_expectancy,519919,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,3,,
,-1,-1,2000,0,fixation,poldrack-single-stim,317,522351,s638,0.0-278.0,dot_pattern_expectancy,"520599,521279,521959",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,551,89,1500,0,probe,poldrack-single-stim,318,523854,s638,0.0-279.0,dot_pattern_expectancy,"522640,523319",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,3,89,true
,-1,-1,500,0,cue,poldrack-single-stim,319,524361,s638,0.0-280.0,dot_pattern_expectancy,523999,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,4,,
,-1,-1,2000,0,fixation,poldrack-single-stim,320,526366,s638,0.0-281.0,dot_pattern_expectancy,"524678,525359,526038",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,518,89,1908,0,probe,poldrack-single-stim,321,528281,s638,0.0-282.0,dot_pattern_expectancy,"526718,527398,528078",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,4,89,true
,-1,-1,500,0,cue,poldrack-single-stim,322,528783,s638,0.0-283.0,dot_pattern_expectancy,528757,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>",none,500,BX,test,5,,
,-1,-1,2000,0,fixation,poldrack-single-stim,323,530788,s638,0.0-284.0,dot_pattern_expectancy,"529439,530118",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,745,89,1636,0,probe,poldrack-single-stim,324,532429,s638,0.0-285.0,dot_pattern_expectancy,"530798,531479,532159",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,5,71,false
,-1,-1,500,0,cue,poldrack-single-stim,325,532932,s638,0.0-286.0,dot_pattern_expectancy,532840,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,6,,
,-1,-1,2000,0,fixation,poldrack-single-stim,326,534937,s638,0.0-287.0,dot_pattern_expectancy,"533519,534199,534879",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,448,89,2044,0,probe,poldrack-single-stim,327,536985,s638,0.0-288.0,dot_pattern_expectancy,"535559,536239,536919",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,6,89,true
,-1,-1,500,0,cue,poldrack-single-stim,328,537491,s638,0.0-289.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,7,,
,-1,-1,2000,0,fixation,poldrack-single-stim,329,539497,s638,0.0-290.0,dot_pattern_expectancy,"537599,538279,538959",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,584,89,1772,0,probe,poldrack-single-stim,330,541273,s638,0.0-291.0,dot_pattern_expectancy,"539639,540319,540999",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,7,89,true
,-1,-1,500,0,cue,poldrack-single-stim,331,541779,s638,0.0-292.0,dot_pattern_expectancy,541679,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,8,,
,-1,-1,2000,0,fixation,poldrack-single-stim,332,543785,s638,0.0-293.0,dot_pattern_expectancy,"542359,543040,543719",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,591,89,1500,0,probe,poldrack-single-stim,333,545289,s638,0.0-294.0,dot_pattern_expectancy,"544399,545079",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,8,89,true
,-1,-1,500,0,cue,poldrack-single-stim,334,545793,s638,0.0-295.0,dot_pattern_expectancy,545758,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,9,,
,-1,-1,2000,0,fixation,poldrack-single-stim,335,547798,s638,0.0-296.0,dot_pattern_expectancy,"546439,547119",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,1321,71,2180,0,probe,poldrack-single-stim,336,549984,s638,0.0-297.0,dot_pattern_expectancy,"547800,548479,549158,549839",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,9,89,false
,-1,-1,500,0,cue,poldrack-single-stim,337,550490,s638,0.0-298.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,10,,
,-1,-1,2000,0,fixation,poldrack-single-stim,338,552495,s638,0.0-299.0,dot_pattern_expectancy,"550519,551198,551879",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,508,89,1500,0,probe,poldrack-single-stim,339,553998,s638,0.0-300.0,dot_pattern_expectancy,"552559,553240,553919",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,10,89,true
,-1,-1,500,0,cue,poldrack-single-stim,340,554504,s638,0.0-301.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>",none,500,BX,test,11,,
,-1,-1,2000,0,fixation,poldrack-single-stim,341,556511,s638,0.0-302.0,dot_pattern_expectancy,"554599,555279,555959",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,629,89,3676,0,probe,poldrack-single-stim,342,560190,s638,0.0-303.0,dot_pattern_expectancy,"556639,557319,557999,558679,559359,560039",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,11,71,false
,-1,-1,500,0,cue,poldrack-single-stim,343,560696,s638,0.0-304.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>",none,500,BY,test,12,,
,-1,-1,2000,0,fixation,poldrack-single-stim,344,562702,s638,0.0-305.0,dot_pattern_expectancy,"560721,561399,562079",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,610,71,1636,0,probe,poldrack-single-stim,345,564344,s638,0.0-306.0,dot_pattern_expectancy,"562758,563439,564119",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71",500,BY,test,12,71,true
,-1,-1,500,0,cue,poldrack-single-stim,346,564851,s638,0.0-307.0,dot_pattern_expectancy,564799,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>",none,500,BY,test,13,,
,-1,-1,2000,0,fixation,poldrack-single-stim,347,566856,s638,0.0-308.0,dot_pattern_expectancy,"565479,566159,566839",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,736,71,1636,0,probe,poldrack-single-stim,348,568494,s638,0.0-309.0,dot_pattern_expectancy,"567519,568199",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71",500,BY,test,13,71,true
